# word	synonyms (comma-separated)
cv	one-hundred-five
cva	apoplexy,stroke
cwm	cirque,corrie
cwt	hundredweight,long-hundredweight
cx	one-hundred-ten
cxl	one-hundred-forty
cxlv	one-hundred-forty-five
cxv	one-hundred-fifteen
cxx	one-hundred-twenty
cxxv	one-hundred-twenty-five
cxxx	one-hundred-thirty
cxxxv	one-hundred-thirty-five
cyamopsis-psoraloides	guar
cyamus	genus-cyamus
cyan	blue-green,bluish-green,teal
cycas	genus-cycas
cycle	bicycle,bike,cps,hz,rhythm,round
cycle-per-second	cps,hz
cyclic	cyclical
cyclical	cyclic
cyclist	bicycler,bicyclist,wheeler
cyder	cider
cygnus	genus-cygnus
cylindric	cylindrical
cylindrical	cylindric
cylix	kylix
cyma	cymatium
cyma-reversa	ogee
cymatium	cyma
cymru	cambria,wales
cymry	cambrian,welsh,welshman
cynic	faultfinder
cynical	misanthropic,misanthropical
cynips	genus-cynips
cynodon-dactylon	doob,kweek
cyon	cuon,genus-cuon,genus-cyon
cyperus-esculentus	chufa
cypher	aught,calculate,cipher,compute,nada,naught,nil,nix,nobody,nothing,zero,zilch
cypre	cordia-alliodora,equador-laurel,princewood,salmwood,spanish-elm
cyprian	bawd,whore
cyril	saint-cyril,st
cyril-burt	burt
cyril-lodowic-burt	burt
cyrus	cyrus-the-younger
cyrus-the-younger	cyrus
cytokinin	kinin
cytol	cytoplasm
cytomegalovirus	cmv
cytoplasm	cytol
czar	tsar,tzar
czech	czechoslovakian
czech-capital	prag,praha
czechoslovakian	czech
d	dc,dprk
da	district-attorney
da'wah	dawah
dab	swab,swob
daba	kola,musgoi
dabbled	spattered,splashed,splattered
dacca	capital-of-bangladesh,dhaka
dace	leuciscus-leuciscus
dacelo	genus-dacelo
dacron	terylene
dacrydium-cupressinum	rimu
dactyl	digit
dad	dada,daddy,pa,papa,pappa,pop
dada	dad,dadaism,daddy,pa,papa,pappa
dadaism	dada
daddy	dad,dada,pa,papa,pappa,pop
dae-han-min-gook	korea
daemon	demon
daffo	bokkos,ron
dafla	abor,miri,mirish
daft	balmy,barmy,bats,batty,bonkers,buggy,cracked,crackers
daftly	balmily,dottily,nuttily,wackily
dag	dkg,jag
dagga	cape-dagga,leonotis-leonurus,red-dagga,wilde-dagga
dagger	sticker
dago	ginzo,greaseball,guinea,wop
dah	dash
dahl	cajan-pea,dhal,pigeon-pea
dahna	ar-rimsal,great-sandy-desert,rub-al-khali
dahomey	benin
dail	dail-eireann
dail-eireann	dail
daimon	demon
daintiness	delicacy
dainty	exquisite,goody,mincing,prissy,twee
dairy	dairy-farm
dairy-cattle	milker
dairy-cow	milker
dairy-farm	dairy
dais	ambo,podium,pulpit,rostrum,soapbox,stump
dak	butea-frondosa,butea-monosperma,dhak,palas
dakar	capital-of-senegal
dal	decaliter,decalitre,dekaliter,dekalitre,dkl
dalbergia-sissoo	sissu
dalea	genus-dalea
dali	salvador-dali
dalliance	toying
dallier	mope
dally	flirt,play,trifle
dalo	colocasia-esculenta,dasheen,taro,taro-plant
dam	dike,dkm,dyke
dama	genus-dama
damage	scathe
damaliscus-lunatus	topi
damar	dammar,dammar-resin,gum-dammar
dame	bird,chick,doll,ma'am,madam,skirt,wench
dame-nellie-melba	melba
dammar	damar
dammar-resin	damar
damn	bedamn,blamed,blessed,damned,darned,deuced,goddam,goddamn,goddamned,shucks
damned	blame,blamed,blasted,blessed,damn,darned,deuced,goddam,goddamned
damp	dampish,deaden,moist
dampen	deaden,moisten,stifle
dampish	damp,moist
damply	moistly
dana	danu
danaid	danaid-butterfly
danaid-butterfly	danaid
danau	danube,danube-river
danaus	genus-danaus
dance	dancing
dance-hall	ballroom
dance-palace	ballroom
dancer	professional-dancer,terpsichorean
dancing	dance,saltation,terpsichore
dandified	foppish
dandle-board	seesaw
dandy	bang-up,bully,corking,cracking,dude,fop,great,groovy,keen,neat,nifty,sheik
dandyish	foppish
dangerous	unsafe
dangerous-undertaking	adventure
dangle	drop,swing
daniel	book-of-daniel
daniel-boone	boone
daniel-defoe	defoe
daniel-jones	jones
danish-krone	krone
dank	clammy
danmark	denmark
dante	dante-alighieri
dante-alighieri	dante
danu	dana
danube	danau
danube-river	danau
daoism	taoism
dapper	dashing,jaunty,natty,raffish,rakish,snappy,spiffy,spruce
dapple	fleck,maculation,patch,speckle,spot
dappled	mottled
dard	dardic,dardic-language
dardic	dard
dardic-language	dard
dare	make-bold,presume
dari	dari-persian
dari-persian	dari
daring	audacious,venturesome,venturous
dark	darkness,dismal,dour,drear,morose,night,sullen
dark-brown	brown
dark-glasses	shades
dark-green	green
dark-skinned	dusky,swart,swarthy
darkey	darky
darkie	darky
darkly	in-darkness
darkness	dark
darky	darkey,darkie
darling	beloved,dear,dearie,deary,ducky,favorite,favourite,pet
darn	shucks
darned	blame,blamed,blasted,blessed,damn,damned,deuced,goddam,goddamned
dart	dash,fleet,flit,flutter,scoot,scud
darvon	propoxyphene
darwin	charles-darwin,charles-robert-darwin
das	coney,cony,dassie,hyrax
dash	dah,dart,daunt,flash,hyphen,scoot,scud,shoot
dashboard	fascia
dashed	dotted
dasheen	dalo,eddo,taro
dashing	dapper,gallant,natty,spiffy,spruce
dassie	coney,cony,das,hyrax
dasyprocta-aguti	agouti
dasypus-novemcinctus	peba
dat	digital-audiotape
data	information
data-point	datum
data-processor	computer
date	day-of-the-month
dating	geological-dating
dative	dative-case
dative-case	dative
datril	acetaminophen,anacin-iii,panadol,phenaphen,tempra,tylenol
datum	data-point
daub	blot,slur,smudge
daughter	girl
daunt	dash,frighten-away,frighten-off,pall,scare,scare-away,scare-off
daunted	fazed
david-hubel	hubel
david-hume	hume
david-mamet	mamet
davis	bette-davis,davys
davy	humphrey-davy,sir-humphrey-davy
davys	davis,john-davis,john-davys
daw	corvus-monedula,jackdaw
dawah	da'wah
dawdle	lag
dawes	william-dawes
dawn	aurora,break-of-day,break-of-the-day,dawning,daybreak,dayspring,first-light,morning,sunup
dawning	dawn,sunup
dawson's-encephalitis	sspe
day	daylight
day-of-the-month	date
dayan	moshe-dayan
daybed	chaise,divan-bed
daybreak	dawn,sunup
dayfly	mayfly,shadfly
daylight	day,daytime
daypro	oxaprozin
days	years
dayspring	dawn
daytime	daylight
daze	dazzle,fog,haze,shock
dazed	groggy,logy,stunned,stupefied,stupid
dazzle	bedazzle,daze
dazzling	blazing,eye-popping,fulgurant,fulgurous,glaring,glary
db	decibel
dba	assumed-name,doing-business-as,fictitious-name
dc	d,district-of-columbia
dd	doctor-of-divinity
ddc	dideoxycytosine,zalcitabine
ddi	didanosine,dideoxyinosine
de	delaware,diamond-state,first-state
de-ice	deice
de-jure	legally
de-luxe	deluxe,luxe
de-sade	sade
dea	drug-enforcement-agency
deacon	protestant-deacon
dead	abruptly,absolutely,bushed,perfectly,utterly
dead-end	cul,impasse
dead-room	morgue
deaden	damp,dampen
deadening	boring,irksome,tedious
deadlock	impasse
deadly	deathly,lethal,mortal
deal	address,bargain,conduct,cope,cover,dispense,distribute,grapple,handle,lot,mint,plow
deal-out	dispense,distribute
dealer	bargainer,monger,trader
dealings	relations
dean	doyen
dear	beloved,costly,darling,pricey,pricy
dearie	darling,deary,ducky
dearly	in-a-heartfelt-way
dearth	paucity
deary	darling,dearie,ducky,favorite,favourite,pet
death	decease,expiry
death-penalty	execution
deathlike	deathly
deathly	deadly,deathlike
deb	debutante
debar	avert,bar,exclude
debatable	moot
debate	argument,argumentation
debauch	bacchanal,bacchanalia,debauchery,drunken-revelry,orgy,riot,saturnalia
debauchery	debauch
debile	decrepit,feeble,infirm,rickety,sapless,weak,weakly
debit	debit-entry
debit-entry	debit
debonair	chipper,jaunty
debonaire	chipper,jaunty
debris	detritus,dust,junk,rubble
debs	eugene-v,eugene-victor-debs
debut	entry,first-appearance,introduction,launching,unveiling
debutante	deb
dec	december
decade	decennary,decennium
decadent	effete
decaf	decaffeinated-coffee
decaffeinated-coffee	decaf
decagram	dkg
decal	decalcomania
decalcomania	decal
decaliter	dal,dkl
decalitre	dal,dkl
decameter	dkm
decametre	dkm
decanter	carafe
decapitate	behead
decay	decompose,disintegrate
decayed	rotted
deccan-hemp	bimli,kanaf,kenaf
decease	croak,death,die,perish
deceased	asleep,at-peace,at-rest,departed,gone
deceit	fraudulence
deceive	cozen,delude,lead-on
deceleration	slowing
december	dec
decennary	decade
decennium	decade
decent	enough,nice,properly,seemly
decently	properly
deceptive	misleading,shoddy
decibel	db
decide	determine,make-up-one's-mind,resolve
decidedly	by-all-odds,definitely,emphatically,in-spades,unquestionably
decigram	dg
deciliter	dl
decilitre	dl
decimal	denary
decimeter	dm
decimetre	dm
decision	conclusion,determination
deck-up	prink
declaim	recite
declaration	proclamation,resolution
declared	stated
decline	refuse,wane,worsen
deco	art-deco
decollate	behead
decompose	decay,rot
decomposition	vector-decomposition
decompress	relax
decompression-sickness	bends
decor	interior-decoration
decorate	adorn,beautify,embellish,grace,ornament
decoration	medal,ornament,ornamentation
decorous	seemly
decorousness	decorum
decorum	decorousness
decoy	bait,lure
decrease	diminish,fall,lessen,lessening,reduction
decreased	reduced
decree	edict,fiat,order,rescript
decrepit	debile
decry	condemn,excoriate,objurgate,reprobate
decussation	chiasm
ded	doctor-of-education,edd
dedicate	commit,consecrate,devote,give
deduce	deduct,derive,infer
deduct	deduce,derive,infer,subtract,take-off
deduction	implication,tax-deduction,tax-write-off
deed	deed-of-conveyance,title
deed-of-conveyance	deed
deeds	works
deem	hold,take-for,view-as
deep	cryptic,mysterious
deep-fried	fried
deep-rooted	planted
deep-seated	planted
deep-set	sunken
deepen	compound,intensify
deeply	profoundly
deepness	depth
deer	cervid
deere	john-deere
defamation	calumny
defeat	get-the-better-of,licking,overcome
defeated	foiled
defect	blemish,flaw,shortcoming
defence	defense
defend	fend-for,support
defendant	suspect
defender	guardian,protector,shielder
defense	defence,defensive-measure,dod
defense-department	dod
defensive-measure	defense
defer	accede,hold-over,postpone,prorogue,put-over,remit,set-back,shelve,table
defiance	rebelliousness
defiant	noncompliant
deficiency	lack,want
deficient	lacking
deficit	shortage,shortfall
define	delimit,delimitate,delineate,specify
definitely	by-all-odds,decidedly,emphatically,in-spades,unquestionably
definitive	classic
deflect	avert,distract,parry
deflower	mar
defoe	daniel-defoe
defog	demist
defraud	bunco,diddle,gip,goldbrick,nobble,rook,scam,swindle,victimize
defrost	deice
defroster	deicer
deft	dexterous,dextrous
defy	hold,hold-up,resist,withstand
degage	detached,uninvolved
degeneracy	depravity
degrade	demean
degree	grade,level
deice	de-ice,defrost
deicer	defroster
deign	condescend,descend
deism	free-thought
deist	deistic
deistic	deist
deity	divinity,god,immortal
deject	depress
dejection	feces
dejeuner	lunch
dekagram	dkg
dekaliter	dal,dkl
dekalitre	dal,dkl
dekameter	dkm
dekametre	dkm
delaware	de
delay	detain,hold-up
delectable	yummy
delectation	delight
delegate	depute
delhi	old-delhi
deli	delicatessen,food-shop
deliberately	advisedly,by-choice,by-design,designedly,intentionally,on-purpose,purposely
delicacy	daintiness,fineness,goody
delicate	fragile,touchy
delicatessen	deli
delicious	delightful,yummy
delight	delectation,enchant,please,revel
delightful	delicious
delimit	define,subtend
delimitate	define
delimitation	border,mete
delimited	bounded
delineate	define
delinquent	remiss
delirium	frenzy
delirium-tremens	dts
deliver	cede,present,redeem,rescue
deliver-the-goods	succeed
delivery	bringing
dell	dingle
delphinapterus-leucas	beluga
deltoid	deltoid-muscle,musculus-deltoideus
deltoid-muscle	deltoid
delude	cozen,deceive,lead-on
deluge	flood,inundation,torrent
deluxe	de-luxe,luxe,opulent
delve	cut-into,dig,turn-over
demand	necessitate,need,require,requirement
demean	degrade,disgrace,put-down,take-down
demeanor	behavior,behaviour,conduct,demeanour,deportment
demeanour	demeanor
demented	crazy
dementedly	crazily,insanely
demesne	acres
demilitarise	disarm
demilitarize	disarm
demilitarized-zone	dmz
demist	defog
demo	demonstrate,demonstration
demob	demobilise,demobilize
demobilise	demob
demobilize	demob
democracy	republic
demode	antique,ex,old-fashioned,old-hat,outmoded,passe,passee
demolished	razed
demolishing	razing
demon	daemon,daimon,devil,fiend
demoniac	amok,amuck
demoniacal	amok,amuck
demonic	satanic,unholy
demonstrate	attest,certify,demo,exhibit,manifest,present,shew,show
demonstration	demo,presentation,presentment
demoralise	depress
demoralize	depress
demote	break,bump,kick-downstairs,relegate
demur	except
demure	coy,overmodest
demureness	coyness
den	hideout,lair
denary	decimal
denim	dungaree,jean
denizen	dweller
denmark	danmark,kingdom-of-denmark
denmark-vesey	vesey
dennis-gabor	gabor
denominate	designate
denote	announce
dense	dumb,heavy,impenetrable,obtuse
densely	thickly
denseness	density
density	denseness
dent	ding,indent
dental-floss	floss
dental-plate	denture
dental-practitioner	dentist
dented	bent,crumpled
dentin	dentine
dentine	dentin
dentist	dental-practitioner,tooth-doctor
dentition	teeth
denture	dental-plate,plate
denudation	baring
denver	capital-of-colorado,mile-high-city
deoxyephedrine	meth,shabu,trash
deoxyribonucleic-acid	dna
depart	go,go-away
departed	bygone,bypast,deceased
departer	goer
department	section
department-of-commerce	doc
department-of-defense	dod
department-of-justice	doj
department-of-labor	dol
departure	going,going-away,leaving
depend-on	depend-upon,devolve-on,hinge-on,hinge-upon,ride,turn-on
depend-upon	depend-on
dependable	reliable
dependance	dependence
dependant	hooked
dependence	dependance,dependency
dependency	dependence
dependent	hooked
depict	describe,draw,limn
deplorable	sorry
deplore	bemoan,bewail
deport	exile
deportment	demeanor
depose	force-out
deposit	lodge,sediment,stick,wedge
depot	terminal,terminus
depravation	depravity
depravity	corruption,degeneracy,depravation,putrefaction
depredation	ravage
depress	cast-down,deject,demoralise,demoralize,dismay,dispirit,get-down
depressant	downer
deprive	divest
depth	deepness
depute	delegate
deputy	deputy-sheriff
deputy-sheriff	deputy
der-fuhrer	hitler
deracinate	uproot
deranged	crazed,half-crazed
derby	bowler,bowler-hat,derby-hat,plug-hat
derby-hat	bowler,derby
derelict	remiss
derisive	mocking
derive	deduce,deduct,educe,gain,infer
derma	corium,dermis
dermal	cutaneal,cutaneous,dermic
dermic	dermal
dermis	corium,derma
des	diethylstilbestrol,diethylstilboestrol,stilbestrol,stilboestrol
descend	come-down,deign,fall,go-down
descent	ancestry,extraction,lineage,origin
describe	account,depict,report
description	verbal-description
descry	espy
desegregation	integration
desert	abandon,desolate,forsake
desert-boot	buskin
deserve	merit
deserving	worth
desex	desexualise,desexualize,fix,sterilise,sterilize,unsex
desexualise	desex,unsex
desexualize	desex,unsex
desiccate	arid
desiccated	arid
design	aim,contrive,intention,plan,project,purpose
designate	denominate,destine,doom
designation	appointment,identification
designedly	deliberately
designer	architect
desire	hope,want
desired	coveted,craved,in-demand,sought-after
desolate	bare,barren,bleak,desert,forsake,stark
desoxyribonucleic-acid	dna
despair	desperation
despairing	desperate
despatch	dispatch,shipment
desperate	despairing
desperately	urgently
desperation	despair
despicable	slimy,vile
despise	contemn,disdain,scorn
despised	hated
despite	contempt,disdain,scorn
despoil	reave
despoiled	raped,sacked
despoina	cora,kore
despot	tyrant
despotism	tyranny
dessert	afters,sweet
destine	designate,doom,fate
destiny	fate,luck
destitute	barren,devoid
destroy	destruct,ruin
destroyed	ruined
destruct	destroy
destruction	devastation
detached	degage,separated,uninvolved
detail	item,point
detailed	elaborate,elaborated
details	inside-information
detain	confine,delay
detect	discover,find,notice,observe
detectable	noticeable
detection	espial,sensing,spying
detective	investigator,police-detective,tec
detector	sensing-element,sensor
detent	click,dog,pawl
deter	discourage,dissuade
detergent-builder	builder
determination	conclusion,decision,finding
determine	ascertain,decide,find,find-out
detest	hate
detestable	odious
detestation	odium
detested	hated
dethaw	thaw,unthaw
detonate	blow-up,explode,set-off
detonation	explosion
detour	roundabout-way
detritus	debris,junk,rubble
detroit	motor-city,motown
deuce	dickens,two
deuced	blame,blamed,blasted,blessed,damn,damned,darned,goddam,goddamned
deutschland	frg,germany
devanagari	nagari
devanagari-script	nagari
devastating	crushing
devastation	destruction
develop	arise,evolve,formulate,germinate,originate
development	evolution,growing,growth
deviant	aberrant,deviate
deviate	deviant,divert
devil	beelzebub,demon,dickens,fiend,lucifer,old-nick,prince-of-darkness,satan,the-tempter
devil-grass	doob,kweek
devil-may-care	rakish
devil-tree	dita
devilfish	manta
devilment	mischief
devilry	mischief
deviltry	mischief
devious	oblique
devise	contrive,excogitate,forge,formulate,invent
